id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
12178,@USER @USER Except he is. His administration has allowed crime in the city to skyrocket. You bloody leftist snake.,except be administration allow crime city skyrocket bloody leftist snake,2,0,0,0,OFF,TIN,IND,10,19
99057,@USER @USER @USER @USER *accept.   I don’t hate men. I don’t hate conservatives.   I hate stupid. And I hate hypocrites. And the fact that you think being a conservative matters at all in this matter means to me that you are not so much into law and order as you think you are.,accept not hate men not hate conservatives hate stupid hate hypocrites fact think conservative matter matter mean not much law order think be,4,0,0,0,OFF,TIN,GRP,23,53
10087,@USER Gorgeous! And those tits are KILLER! ❤️,gorgeous tits killer,1,0,0,1,OFF,TIN,IND,3,8
28403,@USER Either she is misinformed or has no shame. I’m going with she has no shame.,either misinform no shame go no shame,1,0,0,0,OFF,TIN,IND,7,16
55164,@USER @USER Retweet this 42 times.,retweet 42 time,2,0,0,0,NOT,,,3,6
46898,@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.,no reason bravest people politically society black conservative see cities worst quality life black americans generationally run liberals promise no improvements,2,0,0,0,NOT,,,21,42
99339,*MAGA sense is tingling* URL,maga sense tingle,0,0,1,0,NOT,,,3,5
65894,@USER @USER @USER Don’t get on here saying that type of dumb shit,not get say type dumb shit,3,0,0,0,OFF,TIN,IND,6,13
34967,@USER @USER @USER @USER @USER We can win the Menendez seat for #MAGA!  🇺🇸 There are 2.4 million registered Independent Republicans in NJ &amp; we outnumber establishment R’s 2:1!  🇺🇸 Only 2.1 million registered D’s in NJ  🇺🇸 On November 6th in  NJ R is for RINO!  🇺🇸 This mid term in  NJ True Red is I-R,win menendez seat maga 2 4 million register independent republicans nj amp outnumber establishment r 2 1 2 1 million register nj november 6th nj r rino mid term nj true red i r,5,1,0,4,NOT,,,34,57
35931,1 it doesn't matter how ANYONE feels 2 anyone can talk about something. there are no segregated conversations. unless you are a regressive. URL,1 not matter anyone feel 2 anyone talk something no segregate conversations unless regressive,0,0,1,0,NOT,,,14,24
33566,@USER @USER Bro I randomly tried this dns shit and it worked first time wtf,bro randomly try dns shit work first time wtf,2,0,0,0,OFF,TIN,IND,9,15
69157,@USER It seems that the more often these types of events occur the more the gun control and safety debate heats up. I believe eventually state legislatures will pass laws providing schools with better protection but it is sad that these events have to occur in order to push the agenda.,seem often type events occur gun control safety debate heat up believe eventually state legislatures pass laws provide school better protection sad events occur order push agenda,1,0,0,0,OFF,TIN,IND,27,51
95146,@USER @USER @USER @USER @USER Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow.,clegg work tories europe ideal cameron bedfellow,5,0,0,0,NOT,,,7,18
17750,@USER Liberals will blame the NRA before they blame the lunatic that ended the life of 3 innocent individuals.,liberals blame nra blame lunatic end life 3 innocent individuals,1,0,0,0,NOT,,,10,19
68672,@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow,white hot spotlight she victim trump like abusive animal stopkavanaughnow,1,1,0,0,OFF,TIN,IND,10,19
80385,@USER Awe Hogwash do we really need you to overstate the obvious?,awe hogwash really need overstate obvious,1,0,0,0,NOT,,,6,12
27706,@USER @USER @USER Yes he is an excellent chairperson,yes excellent chairperson,3,0,0,0,NOT,,,3,9
24129,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet),also many videos antifa attack disable old people want see victors spoiler disable attack three one antifa disable vet,21,0,0,0,OFF,TIN,GRP,19,53
68498,@USER @USER Gun control isn't a solution though,gun control not solution though,2,0,0,0,NOT,,,5,8
79436,@USER @USER #CINO conservatives in name only,cino conservatives name,2,1,0,0,NOT,,,3,7
70168,@USER @USER Ooooh she is beautiful !!! :o,ooooh beautiful o,2,0,0,0,NOT,,,3,8
84493,@USER @USER @USER Kwasia does ur Shatta Wale even have a career to start with . Idiot..his reign album hype seff Dey zero . As if he is not about to release an album 😂😂😂🤦🏼‍♂️🤦🏼‍♂️ hype no yh vim zero,kwasia ur shatta wale even career start idiot his reign album hype seff dey zero not release album hype no yh vim zero,3,0,0,1,OFF,TIN,IND,23,40
52098,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER True they raided a Antifa bomb factory in Germany!,true raid antifa bomb factory germany,50,0,0,0,NOT,,,6,59
81548,@USER @USER Oh @USER The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and @USER are done deceiving America.,oh dem candidates clearly state policy proposals one involve rational gun control elect not vacillate like trump do deceive america,4,0,0,0,OFF,TIN,IND,20,32
71246,@USER Why not begin the movement by giving away some of the farms and mine claims you and your connections took while you were still relevant. That way; we can show your concern for us. From where I am standing; you are just another bitter polutician. Charity begins at home baba.,not begin movement give away farm mine claim connections take still relevant way show concern us stand another bitter polutician charity begin home baba,1,0,0,0,OFF,TIN,IND,24,51
23506,@USER you are so beautiful,beautiful,1,0,0,0,NOT,,,1,5
48675,@USER Pop QUIZ #MAGA  The New Antifa #Democrats Party are:,pop quiz maga new antifa democrats party be,1,2,0,0,NOT,,,8,10
38129,@USER @USER @USER @USER Conservative women are invisible to liberals. It makes us stealth. We are actually what feminists aspire to be. We know what we think. We know what we expect. We vote. And that’s our superpower.,conservative women invisible liberals make us stealth actually feminists aspire be know think know expect vote superpower,4,0,0,0,NOT,,,17,38
99778,@USER @USER @USER @USER @USER @USER @USER FUCK yes now i have someone to pressure me to get into every pit that opens up,fuck yes someone pressure get every pit open,7,0,0,0,OFF,TIN,IND,8,24
10299,@USER @USER @USER You're good Candy You are good 🤣🤣,good candy good,3,0,0,1,NOT,,,3,10
20764,@USER @USER if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired,speak spanish ms 13 muslim terrorist black person comply hold dissent opinion emotional snowflake gun control nazi republican put people internment camp patriot think leave human right boarder patriot i m tire,2,0,0,0,OFF,TIN,GRP,32,41
83409,@USER Even Antifa are mocking him now 😂,even antifa mock,1,0,0,1,NOT,,,3,8
60654,@USER @USER Thank you so much! We just spent 1 hour talking. He is broken-hearted and I hate it so bad for him.,thank much spend 1 hour talk break hearted hate bad him,2,0,0,0,NOT,,,11,23
52779,@USER @USER @USER @USER Oh God. This hurts my brain. No one can libel anybody. Internet companies can control thier content in any way they want. But claiming Twitter is libeling Jones is an entirely separate issue from the bullshit censorship claim.   Just...work it out before you tweet.,oh god hurt brain no one libel anybody internet company control thier content way want claim twitter libel jones entirely separate issue bullshit censorship claim just work tweet,4,0,0,0,NOT,,,28,48
44538,@USER @USER No that is Antifa,no antifa,2,0,0,0,NOT,,,2,6
62580,@USER She is textbook colonizer,textbook colonizer,1,0,0,0,NOT,,,2,5
91855,@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,serious man idiot hateful scum earth,3,0,0,0,OFF,TIN,IND,6,18
10455,@USER Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals.,smear supreme court justices now what s next ultra leave nazis liberals,1,0,0,0,NOT,,,12,13
15030,@USER Radicalism? Seriously? Let’s see your so called resist movement gave birth to ANTIFA thugs who run around trying to sow chaos &amp; stifle free speech! @USER has created a dialogue in this country that addresses the division and corruption already plaguing this country.,radicalism seriously let see call resist movement give birth antifa thugs run around try sow chaos amp stifle free speech create dialogue country address division corruption already plague country,2,0,0,0,NOT,,,29,44
40695,@USER This not not antifa....it's a bunch of cry babies in Toronto.,not not antifa it s bunch cry baby toronto,1,0,0,0,NOT,,,9,12
40698,@USER @USER @USER How dare you for questioning my service in a little thing called the Vietnam War? France surrendered Vietnam to Snowflake Supremo Ho Chi Minh. Liberals JFK and LBJ went in but refused to fight to win. We should go back to Vietnam to finish the fight. Restore the draft?,dare question service little thing call vietnam war france surrender vietnam snowflake supremo ho chi minh liberals jfk lbj go refuse fight win go back vietnam finish fight restore draft,3,0,0,0,NOT,,,30,52
64355,@USER Doesn't Canada need it's comedians back.,not canada need comedians back,1,0,0,0,NOT,,,5,7
65180,TRYING TO HIDE ALL THE EVIDENCE 😂😎✍👀 #MAGA #QANON #TRUMP #WWG1WGA #QARMY #QALERT #MAGAFORALLINC  🤔 #TOOLATE😎 👇 URL,try hide evidence maga qanon trump wwg1wga qarmy qalert magaforallinc toolate,0,8,1,4,NOT,,,11,18
42541,@USER It’s a disgrace and @USER are in danger of imploding if they don’t remove @USER,disgrace danger implode not remove,3,0,0,0,OFF,TIN,IND,5,16
27789,@USER Conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining HOW you will do it. That's OK. We had a decade of Harper showing us the how. You obviously know what Canada thought of him after his majority.,conservatives apparently not anything thing mouth word say without explain it that s ok decade harper show us how obviously know canada think majority,1,0,0,0,NOT,,,24,51
30880,@USER The killer is in the house. #MAGA #WallDoesntProtectFromAmericans,killer house maga walldoesntprotectfromamericans,1,2,0,0,OFF,TIN,OTH,4,9
20153,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER There isn’t one that I know of.  URL,not one know of,50,0,1,0,NOT,,,4,58
87202,@USER Thank you for this tweet.   Give them a call @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,thank tweet give call,17,0,0,0,NOT,,,4,26
49059,@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit,tbh could stop spread rumor false news hurt enough dont need shit,1,0,0,0,OFF,TIN,OTH,12,22
94821,👏👏👏👏👏 they're falsifying a prefabricated story that is hurting women who ACTUALLY have and will experience this.  #WALKAWAY #GORKEDDEMS #MAGA #WWG1WGA URL,they re falsify prefabricate story hurt women actually experience this walkaway gorkeddems maga wwg1wga,0,4,1,1,NOT,,,14,22
